model_id,file,predicted_class,confidence,top_classes,top_confidences,embeddings,success,model_name,confidence_pct
model_3,Thunderbolt_en-AU-jimm.mp3,father,0.955760657787323,"['father', 'album', 'number', 'family', 'sometimes']","[0.955760657787323, 0.025842158123850822, 0.015403621830046177, 0.0016569978324696422, 0.0005434390041045845]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep24,95.58%
model_3,Thunderbolt_en-AU-kylie.mp3,number,0.9996678829193115,"['number', 'among', 'family', 'sometimes', 'company']","[0.9996678829193115, 0.00032829210977070034, 2.137164528903668e-06, 1.629806092751096e-06, 5.566156602299088e-08]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep24,99.97%
model_4,sam_1.wav,sun,0.6571074724197388,"['sun', 'son', 'seven', 'system', 'soon']","[0.6571074724197388, 0.299091100692749, 0.022028503939509392, 0.01659272611141205, 0.0027292922604829073]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,65.71%
model_4,sam_2.wav,sun,0.5884202718734741,"['sun', 'son', 'seven', 'done', 'fire']","[0.5884202718734741, 0.27661818265914917, 0.12417278438806534, 0.0033466401509940624, 0.0018896807450801134]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,58.84%
model_4,shambu_1.wav,done,0.595454216003418,"['done', 'young', 'children', 'family', 'become']","[0.595454216003418, 0.39292240142822266, 0.004117107950150967, 0.003048722166568041, 0.002579611726105213]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,59.55%
model_4,shambu_2.wav,until,0.9999024868011475,"['until', 'become', 'few', 'girl', 'done']","[0.9999024868011475, 5.8379213442094624e-05, 1.0976475095958449e-05, 1.0697549441829324e-05, 6.652047886746004e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,99.99%
model_4,alexa_1.wav,idea,0.9994363188743591,"['idea', 'really', 'anything', 'being', 'play']","[0.9994363188743591, 0.0005108838668093085, 3.264951010351069e-05, 1.4087127055972815e-05, 2.2231286038731923e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,99.94%
model_4,alexa_2.wav,few,0.34580785036087036,"['few', 'idea', 'until', 'ever', 'knew']","[0.34580785036087036, 0.18582728505134583, 0.11112263053655624, 0.08109918981790543, 0.03654070943593979]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,34.58%
model_4,alexa_3.wav,anything,0.968985378742218,"['anything', 'everything', 'next', 'please', 'until']","[0.968985378742218, 0.02091863937675953, 0.003826162777841091, 0.0033240471966564655, 0.0008127436740323901]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,96.90%
model_4,alexa_4.wav,please,0.26324930787086487,"['please', 'language', 'played', 'anything', 'money']","[0.26324930787086487, 0.14630632102489471, 0.10529053956270218, 0.09818463772535324, 0.06966335326433182]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,26.32%
model_4,alexa_5.wav,idea,0.9922996163368225,"['idea', 'live', 'being', 'knew', 'really']","[0.9922996163368225, 0.0071511175483465195, 0.00015472745872102678, 9.309496090281755e-05, 9.204915113514289e-05]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,99.23%
model_4,shiva_1.wav,few,0.2627166211605072,"['few', 'show', 'soon', 'fire', 'today']","[0.2627166211605072, 0.1776718646287918, 0.15736757218837738, 0.06780871003866196, 0.06553934514522552]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,26.27%
model_4,shiva_2.wav,until,0.6996983885765076,"['until', 'few', 'idea', 'please', 'give']","[0.6996983885765076, 0.2606530487537384, 0.01686864160001278, 0.008258501067757607, 0.005948919337242842]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,69.97%
model_4,munez_2.wav,within,0.5850685238838196,"['within', 'wind', 'really', 'woman', 'doing']","[0.5850685238838196, 0.3967387080192566, 0.014395386911928654, 0.0015141591429710388, 0.0012016576947644353]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,58.51%
model_4,munez_3.wav,within,0.8993439078330994,"['within', 'soon', 'really', 'doing', 'please']","[0.8993439078330994, 0.04084785655140877, 0.02449246309697628, 0.02135908044874668, 0.007899431511759758]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,89.93%
model_4,nigga2.wav,englishman,0.6514946222305298,"['englishman', 'yes', 'himself', 'music', 'idea']","[0.6514946222305298, 0.18387222290039062, 0.15665796399116516, 0.004794565495103598, 0.000747700862120837]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,65.15%
model_4,nigga3.wav,yes,0.9999992847442627,"['yes', 'idea', 'englishman', 'himself', 'today']","[0.9999992847442627, 5.613858888864343e-07, 1.0839664810191607e-07, 2.449398728288088e-08, 2.1757566859292865e-09]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,100.00%
model_4,kallan_1.wav,south,0.6455144882202148,"['south', 'father', 'really', 'following', 'well']","[0.6455144882202148, 0.3081294298171997, 0.013291877694427967, 0.009713682346045971, 0.0093832453712821]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,64.55%
model_4,kallan_2.wav,money,0.805661141872406,"['money', 'among', 'put', 'father', 'company']","[0.805661141872406, 0.18487145006656647, 0.0010557587957009673, 0.0009389754268340766, 0.0008726268424652517]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,80.57%
model_4,Hello1.mp3,girl,0.6786400079727173,"['girl', 'top', 'help', 'group', 'become']","[0.6786400079727173, 0.22691480815410614, 0.06783578544855118, 0.016290925443172455, 0.008137608878314495]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,67.86%
model_4,Eliza1.mp3,river,0.6461934447288513,"['river', 'water', 'within', 'well', 'without']","[0.6461934447288513, 0.16884379088878632, 0.13476763665676117, 0.024628449231386185, 0.01714705489575863]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,64.62%
model_4,Skywalker_en-AU-jimm.mp3,small,0.9108520746231079,"['small', 'son', 'sun', 'father', 'south']","[0.9108520746231079, 0.06423657387495041, 0.01571967639029026, 0.0061215306632220745, 0.001717363833449781]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,91.09%
model_4,Skywalker_en-AU-kylie.mp3,seven,1.0,"['seven', 'sun', 'served', 'father', 'following']","[1.0, 2.2571949642724576e-08, 8.933263573318584e-10, 5.139029757295077e-10, 4.5840009565978335e-10]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,100.00%
model_4,Thunderbolt_en-AU-jimm.mp3,number,0.9995953440666199,"['number', 'public', 'album', 'father', 'family']","[0.9995953440666199, 0.00022080754570197314, 0.00015750274178572, 1.4741526683792472e-05, 6.087414021749282e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,99.96%
model_4,Thunderbolt_en-AU-kylie.mp3,number,0.9997113347053528,"['number', 'among', 'become', 'album', 'family']","[0.9997113347053528, 0.00015853407967370003, 0.0001294161775149405, 6.814493644924369e-07, 1.786925984958998e-08]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep19,99.97%
model_5,sam_1.wav,sun,0.6496725082397461,"['sun', 'son', 'seven', 'south', 'soon']","[0.6496725082397461, 0.2584723234176636, 0.06340748816728592, 0.011504583992064, 0.008273301646113396]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,64.97%
model_5,sam_2.wav,son,0.5870370268821716,"['son', 'sun', 'seven', 'set', 'south']","[0.5870370268821716, 0.2650282382965088, 0.12570564448833466, 0.013772877864539623, 0.001646377262659371]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,58.70%
model_5,shambu_1.wav,done,0.9155986905097961,"['done', 'young', 'show', 'children', 'himself']","[0.9155986905097961, 0.08293754607439041, 0.0005721820052713156, 0.000423610006691888, 0.00014589214697480202]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,91.56%
model_5,shambu_2.wav,until,0.9999979734420776,"['until', 'done', 'become', 'without', 'under']","[0.9999979734420776, 1.4481026937573915e-06, 2.546651387547172e-07, 2.2420644540943613e-07, 4.689007582214799e-08]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,100.00%
model_5,alexa_1.wav,idea,1.0,"['idea', 'until', 'anything', 'today', 'white']","[1.0, 1.723697096167598e-08, 1.3901149675810132e-10, 1.2941511751130008e-10, 8.625429537278961e-11]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,100.00%
model_5,alexa_2.wav,until,0.8354827165603638,"['until', 'few', 'become', 'idea', 'ever']","[0.8354827165603638, 0.11323954910039902, 0.014996044337749481, 0.011204665526747704, 0.0034622347448021173]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,83.55%
model_5,alexa_3.wav,anything,0.76080322265625,"['anything', 'until', 'within', 'everything', 'next']","[0.76080322265625, 0.12298034876585007, 0.019752291962504387, 0.018127676099538803, 0.014548462815582752]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,76.08%
model_5,alexa_4.wav,played,0.13012726604938507,"['played', 'please', 'every', 'play', 'well']","[0.13012726604938507, 0.11727983504533768, 0.11532270163297653, 0.09526289999485016, 0.07513769716024399]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,13.01%
model_5,alexa_5.wav,idea,0.9999951124191284,"['idea', 'under', 'until', 'today', 'really']","[0.9999951124191284, 4.872175850323401e-06, 2.8934373119682277e-08, 3.0854327981444385e-09, 5.430262906003236e-10]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,100.00%
model_5,shiva_1.wav,soon,0.8251305222511292,"['soon', 'show', 'today', 'sun', 'son']","[0.8251305222511292, 0.07920064777135849, 0.02420954965054989, 0.022970573976635933, 0.0065788091160357]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,82.51%
model_5,shiva_2.wav,until,0.8988261818885803,"['until', 'few', 'please', 'play', 'today']","[0.8988261818885803, 0.09889590740203857, 0.0014382520457729697, 0.0003799227124545723, 0.00015512706886511296]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,89.88%
model_5,munez_2.wav,within,0.5769152641296387,"['within', 'please', 'woman', 'doing', 'really']","[0.5769152641296387, 0.186874121427536, 0.1362869143486023, 0.037918880581855774, 0.026359090581536293]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,57.69%
model_5,munez_3.wav,today,0.5450736880302429,"['today', 'doing', 'within', 'soon', 'woman']","[0.5450736880302429, 0.1930369883775711, 0.09217236191034317, 0.07727935910224915, 0.06724990159273148]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,54.51%
model_5,nigga2.wav,yes,0.5785595774650574,"['yes', 'idea', 'englishman', 'knew', 'himself']","[0.5785595774650574, 0.4061523377895355, 0.014454136602580547, 0.0003720157837960869, 0.0003575035370886326]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,57.86%
model_5,nigga3.wav,yes,0.9999973773956299,"['yes', 'idea', 'himself', 'children', 'today']","[0.9999973773956299, 2.3723887352389283e-06, 1.2966775386757945e-07, 1.0776233949627567e-07, 7.618788266938736e-09]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,100.00%
model_5,kallan_1.wav,father,0.9045966863632202,"['father', 'south', 'family', 'well', 'public']","[0.9045966863632202, 0.0579896904528141, 0.01181054674088955, 0.010409759357571602, 0.008584714494645596]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,90.46%
model_5,kallan_2.wav,among,0.5718265175819397,"['among', 'money', 'father', 'small', 'sun']","[0.5718265175819397, 0.2875730097293854, 0.03443481773138046, 0.014343099668622017, 0.011622842401266098]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,57.18%
model_5,Hello1.mp3,girl,0.8773572444915771,"['girl', 'top', 'help', 'group', 'well']","[0.8773572444915771, 0.07407482713460922, 0.04256575554609299, 0.0025950500275939703, 0.0019454068969935179]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,87.74%
model_5,Eliza1.mp3,river,0.5398012399673462,"['river', 'father', 'water', 'without', 'well']","[0.5398012399673462, 0.1843894124031067, 0.15705907344818115, 0.04382922872900963, 0.02824053354561329]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,53.98%
model_5,Skywalker_en-AU-jimm.mp3,sun,0.5412134528160095,"['sun', 'son', 'south', 'seven', 'father']","[0.5412134528160095, 0.4517998695373535, 0.003102328861132264, 0.002945287385955453, 0.0005694241262972355]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,54.12%
model_5,Skywalker_en-AU-kylie.mp3,seven,0.9999994039535522,"['seven', 'sun', 'served', 'son', 'south']","[0.9999994039535522, 5.434749823507445e-07, 8.744384771830482e-09, 6.115002948448023e-10, 4.743049009103828e-11]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,100.00%
model_5,Thunderbolt_en-AU-jimm.mp3,number,0.9159955978393555,"['number', 'father', 'family', 'album', 'public']","[0.9159955978393555, 0.06535536795854568, 0.007849030196666718, 0.005515839904546738, 0.0027584261260926723]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,91.60%
model_5,Thunderbolt_en-AU-kylie.mp3,number,0.9911086559295654,"['number', 'among', 'family', 'become', 'sometimes']","[0.9911086559295654, 0.007668450009077787, 0.0006531629478558898, 0.0002590472577139735, 0.00015805037401150912]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep18,99.11%
model_6,sam_1.wav,sun,0.6344611048698425,"['sun', 'son', 'seven', 'soon', 'south']","[0.6344611048698425, 0.353516161441803, 0.006094306707382202, 0.003250859212130308, 0.0017890617018565536]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,63.45%
model_6,sam_2.wav,son,0.6006464958190918,"['son', 'sun', 'seven', 'father', 'south']","[0.6006464958190918, 0.3834218382835388, 0.004569681826978922, 0.0044961548410356045, 0.0019349197391420603]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,60.06%
model_6,shambu_1.wav,done,0.8115144371986389,"['done', 'young', 'show', 'children', 'family']","[0.8115144371986389, 0.18217723071575165, 0.0036324472166597843, 0.0010743987513706088, 0.0006690832669846714]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,81.15%
model_6,shambu_2.wav,until,0.9999597072601318,"['until', 'become', 'without', 'young', 'done']","[0.9999597072601318, 3.3770287700463086e-05, 2.3793049876985606e-06, 2.3441336907126242e-06, 1.4640479548688745e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,100.00%
model_6,alexa_1.wav,idea,0.9972543120384216,"['idea', 'anything', 'within', 'really', 'already']","[0.9972543120384216, 0.002462352393195033, 0.00013784792099613696, 0.0001149751988123171, 6.483240213128738e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,99.73%
model_6,alexa_2.wav,few,0.3621843457221985,"['few', 'become', 'until', 'second', 'looking']","[0.3621843457221985, 0.1992577165365219, 0.18026386201381683, 0.03063790313899517, 0.02820238471031189]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,36.22%
model_6,alexa_3.wav,anything,0.9032108783721924,"['anything', 'next', 'please', 'best', 'until']","[0.9032108783721924, 0.02110263891518116, 0.017146052792668343, 0.012923087924718857, 0.01170272659510374]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,90.32%
model_6,alexa_4.wav,played,0.43012288212776184,"['played', 'well', 'public', 'family', 'language']","[0.43012288212776184, 0.1459701806306839, 0.08460596203804016, 0.05665997788310051, 0.04603445902466774]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,43.01%
model_6,alexa_5.wav,idea,0.998349666595459,"['idea', 'under', 'until', 'anything', 'everyone']","[0.998349666595459, 0.0016295915702357888, 1.1250685929553583e-05, 4.706435902335215e-06, 1.0433955139887985e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,99.83%
model_6,shiva_1.wav,soon,0.4175996482372284,"['soon', 'show', 'few', 'today', 'street']","[0.4175996482372284, 0.09730292856693268, 0.09574396908283234, 0.0724165290594101, 0.05584272742271423]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,41.76%
model_6,shiva_2.wav,few,0.9822549819946289,"['few', 'until', 'street', 'show', 'play']","[0.9822549819946289, 0.015376347117125988, 0.0014873043401166797, 0.00029164014267735183, 0.00014692710828967392]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,98.23%
model_6,munez_2.wav,wanted,0.2479129582643509,"['wanted', 'play', 'really', 'water', 'woman']","[0.2479129582643509, 0.24395236372947693, 0.1132531613111496, 0.09005079418420792, 0.0556805245578289]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,24.79%
model_6,munez_3.wav,within,0.4255075454711914,"['within', 'really', 'doing', 'today', 'woman']","[0.4255075454711914, 0.22238461673259735, 0.1788804829120636, 0.11780586838722229, 0.02411860041320324]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,42.55%
model_6,nigga2.wav,yes,0.6040462851524353,"['yes', 'englishman', 'idea', 'knew', 'war']","[0.6040462851524353, 0.20575957000255585, 0.18415449559688568, 0.0021015985403209925, 0.0014542888384312391]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,60.40%
model_6,nigga3.wav,yes,0.9999921321868896,"['yes', 'children', 'englishman', 'desert', 'himself']","[0.9999921321868896, 7.773168363200966e-06, 9.056331151668928e-08, 1.6404143821091566e-08, 1.3200471826735338e-08]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,100.00%
model_6,kallan_1.wav,south,0.8686991333961487,"['south', 'father', 'family', 'without', 'public']","[0.8686991333961487, 0.09013210982084274, 0.03713998198509216, 0.002646039240062237, 0.000582984765060246]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,86.87%
model_6,kallan_2.wav,money,0.8090234398841858,"['money', 'among', 'father', 'morning', 'family']","[0.8090234398841858, 0.13315890729427338, 0.012337197549641132, 0.006773898843675852, 0.004239207599312067]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,80.90%
model_6,Hello1.mp3,girl,0.9706918001174927,"['girl', 'top', 'heart', 'help', 'group']","[0.9706918001174927, 0.024739976972341537, 0.0018309338483959436, 0.0014837284106761217, 0.0007113110041245818]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,97.07%
model_6,Eliza1.mp3,water,0.29990825057029724,"['water', 'river', 'well', 'war', 'black']","[0.29990825057029724, 0.29326921701431274, 0.16622985899448395, 0.0593983419239521, 0.0369093157351017]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,29.99%
model_6,Skywalker_en-AU-jimm.mp3,small,0.57588130235672,"['small', 'son', 'father', 'following', 'sun']","[0.57588130235672, 0.14529559016227722, 0.14490315318107605, 0.07665327936410904, 0.043309636414051056]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,57.59%
model_6,Skywalker_en-AU-kylie.mp3,seven,0.9999998807907104,"['seven', 'sun', 'family', 'following', 'father']","[0.9999998807907104, 7.657285294726535e-08, 2.5695893413058002e-08, 1.57181965221298e-08, 1.2002279170530983e-09]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,100.00%
model_6,Thunderbolt_en-AU-jimm.mp3,public,0.8952690362930298,"['public', 'family', 'number', 'father', 'album']","[0.8952690362930298, 0.05221009626984596, 0.05030179023742676, 0.0016832388937473297, 0.00027929292991757393]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,89.53%
model_6,Thunderbolt_en-AU-kylie.mp3,number,0.9602007865905762,"['number', 'family', 'become', 'among', 'sometimes']","[0.9602007865905762, 0.025190498679876328, 0.01132755447179079, 0.0019693500362336636, 0.0008536647656001151]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v33_ep16,96.02%
model_7,sam_1.wav,seven,0.9994142055511475,"['seven', 'stop', 'ciudad', 'down', 'five']","[0.9994142055511475, 0.0005569517379626632, 2.440561365801841e-05, 3.215756123609026e-06, 1.165279627457494e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,99.94%
model_7,sam_2.wav,ciudad,0.5064870119094849,"['ciudad', 'universidad', 'seven', 'canción', 'cuatro']","[0.5064870119094849, 0.41780245304107666, 0.02355060912668705, 0.021219253540039062, 0.02051144279539585]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,50.65%
model_7,shambu_1.wav,stop,0.8059691190719604,"['stop', 'two', 'seven', 'four', 'tiempo']","[0.8059691190719604, 0.11364270746707916, 0.05336742103099823, 0.008181561715900898, 0.0062449281103909016]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,80.60%
model_7,shambu_2.wav,two,0.34293049573898315,"['two', 'canción', 'house', 'down', 'stop']","[0.34293049573898315, 0.28856322169303894, 0.1809382438659668, 0.08670602738857269, 0.019356120377779007]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,34.29%
model_7,alexa_1.wav,five,0.9814732670783997,"['five', 'four', 'three', 'follow', 'forward']","[0.9814732670783997, 0.007941953837871552, 0.006201069802045822, 0.0026596542447805405, 0.0008435952477157116]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,98.15%
model_7,alexa_2.wav,seis,0.4972221553325653,"['seis', 'five', 'dos', 'one', 'house']","[0.4972221553325653, 0.15093249082565308, 0.04644152522087097, 0.044494397938251495, 0.04339982196688652]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,49.72%
model_7,alexa_3.wav,six,0.45140835642814636,"['six', 'three', 'five', 'encuentra', 'seis']","[0.45140835642814636, 0.15822234749794006, 0.11322011053562164, 0.09364327043294907, 0.057642996311187744]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,45.14%
model_7,alexa_4.wav,five,0.48440706729888916,"['five', 'four', 'seis', 'ciudad', 'three']","[0.48440706729888916, 0.4253234267234802, 0.04211217537522316, 0.020296581089496613, 0.0072242203168570995]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,48.44%
model_7,alexa_5.wav,forward,0.9631231427192688,"['forward', 'four', 'one', 'five', 'marvin']","[0.9631231427192688, 0.011913501657545567, 0.006623375695198774, 0.004542528185993433, 0.0037738317623734474]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,96.31%
model_7,shiva_1.wav,ciudad,0.9972630739212036,"['ciudad', 'two', 'four', 'vida', 'zero']","[0.9972630739212036, 0.002380251418799162, 0.00022264564177021384, 9.555827273288742e-05, 3.1183939427137375e-05]","tensor([[0.0000, 0.3358, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep14_sam_detected,99.73%
model_7,shiva_2.wav,ciudad,0.8478161096572876,"['ciudad', 'two', 'zero', 'sheila', 'vida']","[0.8478161096572876, 0.14652690291404724, 0.003836228046566248, 0.0015308842994272709, 0.00018993971752934158]","tensor([[0.0000, 0.6727, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep14_sam_detected,84.78%
model_7,munez_2.wav,four,0.944612443447113,"['four', 'follow', 'two', 'one', 'juego']","[0.944612443447113, 0.02648964338004589, 0.008870947174727917, 0.0069649782963097095, 0.006475076079368591]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,94.46%
model_7,munez_3.wav,four,0.6980834603309631,"['four', 'forward', 'follow', 'two', 'juego']","[0.6980834603309631, 0.2592179775238037, 0.030592938885092735, 0.006948977708816528, 0.0022191444877535105]","tensor([[0.0000, 0.1468, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep14_sam_detected,69.81%
model_7,nigga2.wav,vida,0.9897086024284363,"['vida', 'ciudad', 'cinco', 'seis', 'siete']","[0.9897086024284363, 0.0097328070551157, 0.00038546824362128973, 4.163854828220792e-05, 3.9176684367703274e-05]","tensor([[0.0000, 1.3097, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep14_sam_detected,98.97%
model_7,nigga3.wav,ciudad,0.9374533295631409,"['ciudad', 'vida', 'cinco', 'sheila', 'seis']","[0.9374533295631409, 0.06252948194742203, 1.1500314030854497e-05, 3.2534289857721888e-06, 1.5805159137016744e-06]","tensor([[0.0000, 1.1921, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep14_sam_detected,93.75%
model_7,kallan_1.wav,seis,0.2568242847919464,"['seis', 'tres', 'dos', 'ciudad', 'stop']","[0.2568242847919464, 0.20451155304908752, 0.09478510171175003, 0.091132253408432, 0.06395158916711807]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,25.68%
model_7,kallan_2.wav,four,0.7716418504714966,"['four', 'juego', 'follow', 'two', 'one']","[0.7716418504714966, 0.06291337311267853, 0.02740384265780449, 0.02561010979115963, 0.023824023082852364]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,77.16%
